NPC_speed,NPC_Angle_X,NPC_Angle_Y,NPC_Angle_Z,NPC_location_X,NPC_location_Y,NPC_location_Z,AV_speed,AV_angle_X,AV_angle_Y,AV_angle_Z,AV_location_X,AV_location_Y,AV_location_Z,NPC_target_speed,NPC_turning_cmd,predict_NPC_speed,predict_NPC_Angle_X,predict_NPC_Angle_Y,predict_NPC_Angle_Z,predict_NPC_location_X,predict_NPC_location_Y,predict_NPC_location_Z,predict_AV_speed,predict_AV_Angle_X,predict_AV_Angle_Y,predict_AV_Angle_Z,predict_AV_location_X,predict_AV_location_Y,predict_AV_location_Z
0.0,0.0,-0.007476806641022904,0.0,-0.44607824749416775,-0.0,1.0032312246469353,0.0,0.0,-0.1484375,0.0,-0.8233748012118867,-0.0,0.6955397385817308,0.4,1.0,0.10228028780126323,-0.022735595703011313,-0.016357421875,1.7436833559259e-06,-0.44607448577880887,0.00787359476089478,0.9988911555363584,0.013447900269324381,-0.03820800781198841,-0.1524963378910229,-0.000116704046376981,-0.8233684433831111,0.00224244594573975,0.6952309828538153
0.10228028780126323,-0.022735595703011313,-0.016357421875,1.7436833559259e-06,-0.44607448577880887,0.00787359476089478,0.9988911555363584,0.013447900269324381,-0.03820800781198841,-0.1524963378910229,-0.000116704046376981,-0.8233684433831111,0.00224244594573975,0.6952309828538153,0.4,1.0,0.19393951787056943,0.0102562801912427,-0.011901855468977374,-2.48340961661597e-06,-0.44606282975938555,0.0113608241081238,0.9869718111478369,0.048474952992798304,-0.1300964355469887,-0.15435791015602263,2.38149859796977e-05,-0.8233236736721466,0.00312381982803345,0.6929227975698615
0.19393951787056943,0.0102562801912427,-0.011901855468977374,-2.48340961661597e-06,-0.44606282975938555,0.0113608241081238,0.9869718111478369,0.048474952992798304,-0.1300964355469887,-0.15435791015602263,2.38149859796977e-05,-0.8233236736721466,0.00312381982803345,0.6929227975698615,0.4,1.0,0.26844026213804295,0.0123226530849934,0.00185709760989994,3.44900250581759e-08,-0.4460450808207189,0.0120801329612732,0.9687356802133416,0.08447117768253108,-0.1684265136719887,-0.15570068359397737,-5.29210046806838e-06,-0.8232216305202911,0.00331118702888489,0.6876934344951923
0.26844026213804295,0.0123226530849934,0.00185709760989994,3.44900250581759e-08,-0.4460450808207189,0.0120801329612732,0.9687356802133416,0.08447117768253108,-0.1684265136719887,-0.15570068359397737,-5.29210046806838e-06,-0.8232216305202911,0.00331118702888489,0.6876934344951923,0.4,1.0,0.3260803301408191,0.00415858021005988,-0.00249911122955382,-1.69644618353004e-08,-0.4460242059495711,0.0121275186538696,0.9455017676720245,0.1279986154870806,-0.1903381347660229,-0.1573181152339771,-2.97206697723595e-05,-0.8230635325113933,0.00335472822189331,0.6795843857985276
0.3260803301408191,0.00415858021005988,-0.00249911122955382,-1.69644618353004e-08,-0.4460242059495711,0.0121275186538696,0.9455017676720245,0.1279986154870806,-0.1903381347660229,-0.1573181152339771,-2.97206697723595e-05,-0.8230635325113933,0.00335472822189331,0.6795843857985276,0.4,1.0,0.3685760504352002,-9.19957237783819e-05,-0.018341064453011313,-1.07380435565574e-06,-0.4459996223449711,0.0121085643768311,0.9185001079852769,0.14020660987581296,-0.10601806640602263,-0.1564636230469887,5.69281110074371e-05,-0.8228655391269256,0.00334939360618591,0.66934579702524
0.3685760504352002,-9.19957237783819e-05,-0.018341064453011313,-1.07380435565574e-06,-0.4459996223449711,0.0121085643768311,0.9185001079852769,0.14020660987581296,-0.10601806640602263,-0.1564636230469887,5.69281110074371e-05,-0.8228655391269256,0.00334939360618591,0.66934579702524,0.4,1.0,0.3985023500328217,-0.000893282471224666,-0.013397216796988687,-1.05282765616721e-06,-0.4459699524773489,0.0121073126792908,0.8887885460486784,0.15072151047855636,-0.06637573242198869,-0.15545654296897737,7.17777511454187e-05,-0.8226502206590445,0.00333726406097412,0.658150188739483
0.3985023500328217,-0.000893282471224666,-0.013397216796988687,-1.05282765616721e-06,-0.4459699524773489,0.0121073126792908,0.8887885460486784,0.15072151047855636,-0.06637573242198869,-0.15545654296897737,7.17777511454187e-05,-0.8226502206590445,0.00333726406097412,0.658150188739483,0.4,1.0,0.4186630527092167,-0.000748121936339885,0.00592103786766529,-6.34464640825172e-07,-0.44593901104397227,0.0121115446090698,0.8572135925292969,0.17238481083846008,-0.09088134765602263,-0.1552429199219887,6.08798218308948e-05,-0.82240989473131,0.003376305103302,0.6456341670109677
0.4186630527092167,-0.000748121936339885,0.00592103786766529,-6.34464640825172e-07,-0.44593901104397227,0.0121115446090698,0.8572135925292969,0.17238481083846008,-0.09088134765602263,-0.1552429199219887,6.08798218308948e-05,-0.82240989473131,0.003376305103302,0.6456341670109677,0.4,1.0,0.43163301015115935,-0.000609272799920291,7.87209937698208e-05,-9.29576913222263e-07,-0.4459103478325733,0.0121140480041504,0.8244128300593446,0.20453816224498,-0.1377258300780113,-0.15576171875,4.68791768071242e-05,-0.8221271832784022,0.00346407294273376,0.6308965242826015
0.43163301015115935,-0.000609272799920291,7.87209937698208e-05,-9.29576913222263e-07,-0.4459103478325733,0.0121140480041504,0.8244128300593446,0.20453816224498,-0.1377258300780113,-0.15576171875,4.68791768071242e-05,-0.8221271832784022,0.00346407294273376,0.6308965242826015,1.2,2.0,0.12706756701432104,-0.00058876519324258,-0.023254394531022626,-9.96466610558855e-07,-0.44590542051527227,0.0121145248413086,0.8187447767991293,0.24447586877854569,-0.1736145019530113,-0.1562805175780113,8.11536010587588e-05,-0.8217964172363277,0.0035521388053894,0.6136028583233168
0.12706756701432104,-0.00058876519324258,-0.023254394531022626,-9.96466610558855e-07,-0.44590542051527227,0.0121145248413086,0.8187447767991293,0.24447586877854569,-0.1736145019530113,-0.1562805175780113,8.11536010587588e-05,-0.8217964172363277,0.0035521388053894,0.6136028583233168,1.2,2.0,0.2061653137347043,-0.000597493431996554,-0.015869140625,-1.06691402379511e-06,-0.44589148627387115,0.0121140480041504,0.8052925109863277,0.25325466099399685,-0.090087890625,-0.1539306640619884,0.000314395962050185,-0.8214317957560222,0.0032675564289093,0.5944442749023431
