NPC_speed,NPC_Angle,NPC_location,AV_speed,AV_angle,AV_location,NPC_CMD
0.0,"Vector(0, 180, 0)","Vector(-8.74997138977051, 0, 470.185546875)",0.0,"Vector(0, 180, 0)","Vector(-5.24997282028198, 0, 450.185546875)","[29, 0]"
4.321368902037454,"Vector(359.977264404297, 180.053253173828, -1.17870522444719e-05)","Vector(-8.74994277954102, -0.00787299871444702, 469.590209960938)",0.28514663493762626,"Vector(359.957733154297, 180.002288818359, -0.000141119584441185)","Vector(-5.24996280670166, -0.00224485993385315, 450.162994384766)","[29, 0]"
8.187870892090409,"Vector(0.010245175100863, 180.039276123047, 8.60586624185089e-06)","Vector(-8.75000476837158, -0.0113599896430969, 467.954803466797)",0.6253892882513201,"Vector(359.92919921875, 180.003555297852, 8.10357523732819e-05)","Vector(-5.24996995925903, -0.00309458374977112, 450.04541015625)","[29, 0]"
11.337280331712535,"Vector(0.0123261427506804, 179.960739135742, -6.95692551744287e-06)","Vector(-8.74991703033447, -0.0120804905891418, 465.452484130859)",0.013388605220043242,"Vector(0.0774603262543678, 180.005645751953, 0.000140611547976732)","Vector(-5.24997234344482, -0.0031248927116394, 449.992340087891)","[29, 0]"
13.766479532313495,"Vector(0.0041703637689352, 180.00505065918, 1.22742324037972e-06)","Vector(-8.7495698928833, -0.0121279954910278, 462.264129638672)",0.7036406966065707,"Vector(359.920135498047, 180.005569458008, 2.00415342987981e-05)","Vector(-5.2499794960022, -0.0032086968421936, 449.905578613281)","[29, 0]"
15.560915892653806,"Vector(-8.78323407960124e-05, 179.963088989258, -1.17466083793261e-06)","Vector(-8.74907493591309, -0.0121092796325684, 458.558959960938)",1.7001269288612897,"Vector(359.805511474609, 180.002944946289, -0.000102880607300904)","Vector(-5.24998903274536, -0.00332504510879517, 449.605346679688)","[29, 0]"
16.824341047628565,"Vector(-0.000895928707905114, 180.011611938477, 4.3088146384207e-08)","Vector(-8.7510347366333, -0.0121070742607117, 454.481842041016)",2.8593378281690502,"Vector(359.748809814453, 179.998687744141, -0.000220300207729451)","Vector(-5.24997425079346, -0.00340935587882996, 449.030975341797)","[29, 0]"
17.675782207323042,"Vector(-0.000754842592868954, 180.003051757813, -1.74871433955559e-06)","Vector(-8.75049877166748, -0.0121115446090698, 450.149047851563)",3.5055341758642866,"Vector(359.808441162109, 179.996017456055, -0.000118937146908138)","Vector(-5.24993896484375, -0.00344160199165344, 448.23046875)","[29, 0]"
18.22510045982489,"Vector(-0.000609488692134619, 179.94938659668, -2.19461912820407e-06)","Vector(-8.74994277954102, -0.0121141672134399, 445.648040771484)",4.274724971870312,"Vector(359.823211669922, 179.994323730469, -3.28401147271506e-05)","Vector(-5.24989795684814, -0.003487229347229, 447.251098632813)","[9, 1]"
5.930371483240336,"Vector(-0.000606572662945837, 152.979446411133, 3.81865720555652e-05)","Vector(-8.49955654144287, -0.0121141076087952, 444.831695556641)",5.0441866920222695,"Vector(359.821197509766, 179.993637084961, 0.000106930165202357)","Vector(-5.24985361099243, -0.00352141261100769, 446.082183837891)","[9, 1]"
5.96046447753906e-06,"Vector(-0.000598404265474528, 147.77702331543, -3.45797961927019e-05)","Vector(-8.33743000030518, -0.0121154189109802, 444.541046142578)",5.759046687888506,"Vector(359.832702636719, 179.9912109375, -0.000167133213835768)","Vector(-5.24973201751709, -0.00333219766616821, 444.747863769531)","[9, 1]"
5.96046447753906e-06,"Vector(-0.000600548402871937, 147.77702331543, -1.31598717416637e-05)","Vector(-8.33743000030518, -0.0121141672134399, 444.541046142578)",6.083092740741362,"Vector(359.873443603516, 179.99040222168, 9.43357881624252e-05)","Vector(-5.24955797195435, -0.00352761149406433, 443.269592285156)","[9, 1]"
5.96046447753906e-06,"Vector(-0.000621537095867097, 147.776992797852, -4.29265674029011e-06)","Vector(-8.33743000030518, -0.0121124982833862, 444.541046142578)",6.890667491921587,"Vector(359.840942382813, 179.990051269531, 0.000199810543563217)","Vector(-5.24939441680908, -0.0036872923374176, 441.625579833984)","[9, 1]"
0.0,"Vector(-0.000633546849712729, 147.776992797852, -4.90422223720088e-07)","Vector(-8.33743000030518, -0.0121130347251892, 444.541046142578)",7.410753850145378,"Vector(359.854461669922, 179.987655639648, -4.5528584450949e-05)","Vector(-5.24913454055786, -0.00381180644035339, 439.838165283203)","[9, 1]"
2.38418579101563e-05,"Vector(-0.000625964836217463, 147.776962280273, -1.93074833987339e-06)","Vector(-8.33743000030518, -0.0121115446090698, 444.541046142578)",7.759292692825245,"Vector(359.901611328125, 179.988204956055, 0.000306062924209982)","Vector(-5.24880981445313, -0.00390970706939697, 437.941040039063)","[9, 1]"
0.6357315170167169,"Vector(-0.000627527886535972, 150.671768188477, -1.66546960826963e-05)","Vector(-8.31674957275391, -0.0121138095855713, 444.505920410156)",8.464480472064757,"Vector(359.857818603516, 179.989395141602, 0.000601992942392826)","Vector(-5.2485556602478, -0.00399354100227356, 435.921997070313)","[9, 1]"
