NPC_speed,NPC_Angle,NPC_location,AV_speed,AV_angle,AV_location,NPC_CMD
0.0,"Vector(0, 180, 0)","Vector(-8.74997138977051, 0, 470.185546875)",0.0,"Vector(0, 180, 0)","Vector(-5.24997282028198, 0, 450.185546875)","[18, 1]"
0.0259757041931152,"Vector(359.977264404297, 180, -2.19992102756805e-06)","Vector(-8.74997138977051, -0.00787323713302612, 470.185546875)",0.20694902389371495,"Vector(359.973815917969, 179.999221801758, -0.000145192127092741)","Vector(-5.24996471405029, -0.00223565101623535, 450.173950195313)","[18, 1]"
0.00692009925842285,"Vector(0.0102562764659524, 180, -1.94539757103485e-06)","Vector(-8.74997138977051, -0.0113608241081238, 470.185943603516)",0.9476690513492197,"Vector(359.866607666016, 180.006393432617, 5.81473577767611e-05)","Vector(-5.24996185302734, -0.00312656164169312, 450.028839111328)","[18, 1]"
0.0031885365306809025,"Vector(0.0123251816257834, 180, -1.89662455341022e-06)","Vector(-8.74997138977051, -0.0120803117752075, 470.185943603516)",1.1737309917589411,"Vector(359.907989501953, 180.00505065918, 7.83698342274874e-05)","Vector(-5.24996709823608, -0.0032772421836853, 449.733703613281)","[18, 1]"
7.15255737304688e-05,"Vector(0.00416374718770385, 180, -2.28468820751004e-06)","Vector(-8.74997138977051, -0.0121280550956726, 470.185852050781)",1.891947316328876,"Vector(359.872741699219, 180.003524780273, -1.99787209567148e-05)","Vector(-5.24999046325684, -0.0032687783241272, 449.371063232422)","[18, 1]"
4.76837158203125e-05,"Vector(-8.97529534995556e-05, 180, -2.06320510187652e-06)","Vector(-8.74997138977051, -0.0121086239814758, 470.185821533203)",2.9909503823121875,"Vector(359.775238037109, 180.000411987305, -0.000111202614789363)","Vector(-5.25001382827759, -0.00339639186859131, 448.755615234375)","[18, 1]"
0.0,"Vector(-0.000904573185835034, 180, -1.46007823786931e-06)","Vector(-8.74997138977051, -0.0121066570281982, 470.185791015625)",3.7827193779595625,"Vector(359.795227050781, 179.998641967773, -4.91887658427004e-05)","Vector(-5.25003910064697, -0.00347000360488892, 447.902038574219)","[18, 1]"
2.38418579101563e-05,"Vector(-0.000754629203584045, 180, -1.88182400506776e-06)","Vector(-8.74997138977051, -0.0121115446090698, 470.185791015625)",4.861147911294554,"Vector(359.767791748047, 179.997009277344, 7.84334861236857e-06)","Vector(-5.250084400177, -0.00356301665306091, 446.818969726563)","[18, 1]"
5.96046447753906e-06,"Vector(-0.000611408671829849, 180, -2.5591432404326e-06)","Vector(-8.74997138977051, -0.0121139883995056, 470.185791015625)",5.675494710702398,"Vector(359.802062988281, 179.99723815918, 0.000122992627439089)","Vector(-5.25014066696167, -0.0033373236656189, 445.496673583984)","[25, 1]"
2.7272018199140278,"Vector(-0.000609412265475839, 169.238372802734, 1.35078807943501e-05)","Vector(-8.70373153686523, -0.0121143460273743, 469.813018798828)",6.234202422335089,"Vector(359.838928222656, 179.994476318359, -0.000256537867244333)","Vector(-5.25009298324585, -0.00355267524719238, 443.989349365234)","[25, 1]"
5.171254709647519,"Vector(-0.000600257830228657, 161.505920410156, -3.60114108843845e-06)","Vector(-8.43566226959229, -0.0121136903762817, 468.816040039063)",7.059857425023184,"Vector(359.826904296875, 179.990951538086, -0.000120615841296967)","Vector(-5.24994897842407, -0.00372406840324402, 442.309631347656)","[25, 1]"
9.70054319996668,"Vector(-0.000623726518824697, 155.065765380859, -2.77271874438156e-06)","Vector(-7.74760484695435, -0.0121133327484131, 467.108489990234)",7.33595467467429,"Vector(359.895721435547, 179.99333190918, 0.000426265789428726)","Vector(-5.24981784820557, -0.0038103461265564, 440.509857177734)","[25, 1]"
12.383867725048086,"Vector(-0.000612452218774706, 153.732360839844, -3.36581106239464e-05)","Vector(-6.37007761001587, -0.0121134519577026, 464.487548828125)",7.672465367513738,"Vector(359.9169921875, 179.993606567383, 0.000212634229683317)","Vector(-5.24967765808105, -0.00392204523086548, 438.629241943359)","[25, 1]"
12.139150740739659,"Vector(-0.000601772277150303, 162.989791870117, -1.49336719914572e-05)","Vector(-5.23803615570068, -0.0121147632598877, 461.652008056641)",8.241102277462359,"Vector(359.882110595703, 179.990737915039, 0.000188305100891739)","Vector(-5.24946546554565, -0.00397294759750366, 436.654449462891)","[25, 1]"
12.050323061367983,"Vector(-0.000599057995714247, 172.04216003418, -4.21677077611093e-06)","Vector(-4.57337427139282, -0.0121139287948608, 458.708862304688)",8.394397785857098,"Vector(359.928161621094, 179.99153137207, 0.000367007363820449)","Vector(-5.24921417236328, -0.00405398011207581, 434.563995361328)","[25, 1]"
13.200182252481905,"Vector(-0.000624085776507854, 183.912185668945, -8.19510296423687e-06)","Vector(-4.43935680389404, -0.012113630771637, 455.631805419922)",8.447112110539654,"Vector(359.972595214844, 179.995529174805, 0.000786887714639306)","Vector(-5.24904632568359, -0.0041123628616333, 432.458984375)","[25, 1]"
15.130805530745699,"Vector(-0.000630531983915716, 183.681610107422, 1.70730017998721e-05)","Vector(-4.67559051513672, -0.0121129155158997, 452.000274658203)",8.583477993996969,"Vector(359.968139648438, 179.995590209961, 0.000523315218742937)","Vector(-5.24891233444214, -0.00408774614334106, 430.327545166016)","[8, 1]"
0.45599855430304503,"Vector(-0.000604696397203952, 188.245376586914, 6.57340876841772e-07)","Vector(-4.68287801742554, -0.0121139883995056, 451.93798828125)",8.636805549586636,"Vector(359.980194091797, 179.995986938477, 0.000498123816214502)","Vector(-5.24877548217773, -0.00409546494483948, 428.174865722656)","[8, 1]"
0.8617188045021268,"Vector(-0.000605693901889026, 191.395553588867, 3.66713834409893e-06)","Vector(-4.71283149719238, -0.012113630771637, 451.768524169922)",8.68837263360222,"Vector(359.984222412109, 179.99658203125, 0.000548443756997585)","Vector(-5.24865913391113, -0.00417613983154297, 426.009216308594)","[8, 1]"
1.527796113813174,"Vector(-0.000606701127253473, 193.540115356445, 2.03661647901754e-06)","Vector(-4.77629041671753, -0.0121135115623474, 451.484649658203)",8.739688897627438,"Vector(359.985076904297, 179.9970703125, 0.000569276802707464)","Vector(-5.24855756759644, -0.00420564413070679, 423.830688476563)","[8, 1]"
2.3128146058895593,"Vector(-0.00061368738533929, 195.125305175781, 1.08100675788592e-06)","Vector(-4.89961290359497, -0.0121133923530579, 451.003723144531)",8.790747667189857,"Vector(359.985260009766, 179.997375488281, 0.000545840652193874)","Vector(-5.24847078323364, -0.00422230362892151, 421.639343261719)","[8, 1]"
2.891361544925449,"Vector(-0.000603213382419199, 196.4833984375, 1.3650202390636e-06)","Vector(-5.08025312423706, -0.0121139883995056, 450.365661621094)",8.842067735695737,"Vector(359.985321044922, 179.997604370117, 0.000530618766788393)","Vector(-5.24839067459106, -0.00421246886253357, 419.435150146484)","[8, 1]"
3.2977597196393464,"Vector(-0.000608094269409776, 196.560241699219, 1.14612498691713e-06)","Vector(-5.30308198928833, -0.0121132135391235, 449.614959716797)",8.893133175859028,"Vector(359.9853515625, 179.998245239258, 0.000583340995945036)","Vector(-5.24833202362061, -0.00422123074531555, 417.218170166016)","[8, 1]"
3.574647843174671,"Vector(-0.000605254317633808, 196.549621582031, -5.27596284882748e-07)","Vector(-5.54944276809692, -0.0121139883995056, 448.785186767578)",8.94499302306533,"Vector(359.9853515625, 179.998550415039, 0.000515983381774276)","Vector(-5.24828577041626, -0.00418481230735779, 414.988220214844)","[8, 1]"
3.7505901677247033,"Vector(-0.000602271757088602, 196.50862121582, -5.69564591046401e-08)","Vector(-5.8112359046936, -0.012113630771637, 447.903503417969)",8.996074680741533,"Vector(359.985382080078, 179.998687744141, 0.000516218133270741)","Vector(-5.24824953079224, -0.00421246886253357, 412.745483398438)","[5, 2]"
1.4821419019924693,"Vector(-0.000600622093770653, 182.013748168945, 1.85780718311435e-05)","Vector(-5.83785200119019, -0.0121142864227295, 447.690643310547)",9.059782983033056,"Vector(359.983520507813, 179.999084472656, 0.000543498957995325)","Vector(-5.24822664260864, -0.00420573353767395, 410.489135742188)","[5, 2]"
2.4059019553666805,"Vector(-0.00060334533918649, 172.056823730469, -4.41916336058057e-06)","Vector(-5.80700635910034, -0.0121141672134399, 447.182067871094)",9.11388111193957,"Vector(359.98388671875, 179.999542236328, 0.000554830010514706)","Vector(-5.24821949005127, -0.00421786308288574, 408.216857910156)","[5, 2]"
2.9273187494556483,"Vector(-0.00061042484594509, 165.380508422852, -8.63613331603119e-06)","Vector(-5.67176580429077, -0.0121142268180847, 446.515258789063)",9.164587024286833,"Vector(359.985046386719, 180.000015258789, 0.000573256285861135)","Vector(-5.24823188781738, -0.0042564868927002, 405.931976318359)","[5, 2]"
3.404050534090481,"Vector(-0.000611164083238691, 160.74040222168, -7.02637044014409e-06)","Vector(-5.44306516647339, -0.0121136903762817, 445.768402099609)",9.259704590969474,"Vector(359.978240966797, 180.000030517578, 0.00053631782066077)","Vector(-5.24825572967529, -0.00425496697425842, 403.630187988281)","[5, 2]"
5.262654737951313,"Vector(-0.000626681256107986, 157.218292236328, -4.56170164397918e-06)","Vector(-5.03361177444458, -0.012113094329834, 444.708343505859)",9.384500505557035,"Vector(359.969940185547, 179.999740600586, 0.000515831867232919)","Vector(-5.2482795715332, -0.00431141257286072, 401.299072265625)","[5, 2]"
6.192762507739674,"Vector(-0.00062106316909194, 153.839965820313, -6.96687322943035e-07)","Vector(-4.43068265914917, -0.0121135115623474, 443.379852294922)",9.510610582049697,"Vector(359.967742919922, 179.999984741211, 0.000549836724530905)","Vector(-5.24831056594849, -0.00432494282722473, 398.936187744141)","[5, 2]"
6.639482306540477,"Vector(-0.000604856293648481, 153.606582641602, -7.91531965660397e-06)","Vector(-3.7098274230957, -0.0121135711669922, 441.932098388672)",9.629778866135998,"Vector(359.96826171875, 180.000381469727, 0.00059869047254324)","Vector(-5.24835681915283, -0.00438147783279419, 396.543060302734)","[5, 2]"
5.980627753134286,"Vector(-0.000605771085247397, 155.630279541016, -1.48149192682467e-05)","Vector(-2.98115682601929, -0.0121140480041504, 440.4560546875)",9.7397260698649,"Vector(359.969146728516, 180.000579833984, 0.000581785629037768)","Vector(-5.24841499328613, -0.0043918788433075, 394.120147705078)","[22, 1]"
0.33967606589770893,"Vector(-0.00059961061924696, 162.765823364258, -1.49778925333521e-05)","Vector(-2.9654324054718, -0.012114942073822, 440.411834716797)",9.787355427963064,"Vector(359.981018066406, 180.001113891602, 0.000601061154156923)","Vector(-5.24847650527954, -0.00440451502799988, 391.679168701172)","[22, 1]"
0.6451474185235498,"Vector(-0.000595701392740011, 167.346771240234, 1.13707085347414e-06)","Vector(-2.93278622627258, -0.0121143460273743, 440.287017822266)",9.916342742963597,"Vector(359.969970703125, 180.00065612793, 0.000584730296395719)","Vector(-5.24854564666748, -0.00449365377426147, 389.214691162109)","[22, 1]"
0.8951010045405723,"Vector(-0.000602121115662158, 170.367980957031, 3.74481169274077e-06)","Vector(-2.89500784873962, -0.0121141672134399, 440.093109130859)",9.962415706362318,"Vector(359.980865478516, 180.000961303711, 0.000602422747761011)","Vector(-5.24860620498657, -0.00449934601783752, 386.729827880859)","[22, 1]"
1.0869828082155018,"Vector(-0.000611661467701197, 172.481506347656, 1.56843236709392e-06)","Vector(-2.85767674446106, -0.012113630771637, 439.84423828125)",10.008856780120562,"Vector(359.98486328125, 180.001342773438, 0.000622308696620166)","Vector(-5.2486777305603, -0.00447601079940796, 384.233276367188)","[22, 1]"
1.227401362564579,"Vector(-0.000614872551523149, 174.141998291016, 2.234531166323e-06)","Vector(-2.82363557815552, -0.0121133327484131, 439.5537109375)",10.05504799425623,"Vector(359.985717773438, 180.00129699707, 0.000591587973758578)","Vector(-5.24874925613403, -0.00448212027549744, 381.725128173828)","[22, 1]"
1.329507235513684,"Vector(-0.000608624890446663, 175.954055786133, -7.13746430847095e-06)","Vector(-2.79353785514832, -0.0121142864227295, 439.233245849609)",10.099059124903253,"Vector(359.985931396484, 180.000946044922, 0.000597510894294828)","Vector(-5.24881362915039, -0.00459000468254089, 379.205963134766)","[22, 1]"
1.3958383271846868,"Vector(-0.000609900627750903, 187.742904663086, -1.13361575131421e-05)","Vector(-2.80587100982666, -0.0121140480041504, 438.892059326172)",10.143467923428723,"Vector(359.985992431641, 180.000778198242, 0.000611820258200169)","Vector(-5.24886798858643, -0.0045931339263916, 376.675659179688)","[22, 1]"
