NPC_speed,NPC_Angle,NPC_location,AV_speed,AV_angle,AV_location,NPC_CMD
0.0,"Vector(0, 180, 0)","Vector(-8.74997138977051, 0, 470.185546875)",0.0,"Vector(0, 180, 0)","Vector(-5.24997282028198, 0, 450.185546875)","[8, 2]"
4.776073717612851,"Vector(359.977264404297, 180.05403137207, -1.19270207505906e-05)","Vector(-8.74993991851807, -0.00787293910980225, 469.527465820313)",0.2510431557876242,"Vector(359.964263916016, 179.991302490234, -0.000128019964904524)","Vector(-5.24996566772461, -0.00224095582962036, 450.16796875)","[8, 2]"
9.051518523874735,"Vector(0.0102534992620349, 180.04231262207, 8.11533391242847e-06)","Vector(-8.75001525878906, -0.0113608837127686, 467.719848632813)",0.6165644336558413,"Vector(359.925109863281, 179.990905761719, 6.05486820859369e-05)","Vector(-5.24994230270386, -0.00309658050537109, 450.053527832031)","[8, 2]"
12.530519821470167,"Vector(0.0123291304334998, 179.994430541992, -6.43077214590448e-07)","Vector(-8.74995994567871, -0.0120805501937866, 464.954071044922)",0.14910438926718453,"Vector(0.0617884583771229, 180.000152587891, 0.000436727306805551)","Vector(-5.24992752075195, -0.00313645601272583, 449.982086181641)","[8, 2]"
15.216064529830462,"Vector(0.00416310643777251, 180.006500244141, 2.87154693978664e-06)","Vector(-8.7494421005249, -0.0121275782585144, 461.430236816406)",0.7559562597571311,"Vector(359.921997070313, 180.005004882813, 0.0001364013296552)","Vector(-5.24993181228638, -0.00320768356323242, 449.881439208984)","[8, 2]"
17.1997128225684,"Vector(-8.51641525514424e-05, 179.947021484375, -4.86137025745848e-07)","Vector(-8.7488956451416, -0.0121090412139893, 457.335021972656)",1.7777978630133173,"Vector(359.802032470703, 180.002380371094, -7.01880489941686e-05)","Vector(-5.24994134902954, -0.0033283531665802, 449.563507080078)","[8, 2]"
18.597412849068846,"Vector(-0.000901371822692454, 179.980529785156, -1.82045664587349e-06)","Vector(-8.75103950500488, -0.012106716632843, 452.828735351563)",2.9499962527562853,"Vector(359.745849609375, 179.998474121094, -0.000182513846084476)","Vector(-5.24993324279785, -0.00341680645942688, 448.968170166016)","[8, 2]"
19.537353966247938,"Vector(-0.000752815220039338, 179.984939575195, -2.34771846407966e-06)","Vector(-8.75087642669678, -0.0121115446090698, 448.039886474609)",3.748229983470801,"Vector(359.782745361328, 179.99577331543, -0.000115244722110219)","Vector(-5.24990844726563, -0.00347384810447693, 448.122589111328)","[8, 2]"
20.141617537442446,"Vector(-0.00061183434445411, 180.079666137695, -2.0224781565048e-06)","Vector(-8.75061321258545, -0.0121137499809265, 443.065063476563)",4.762439757047515,"Vector(359.778411865234, 179.994033813477, 1.38881648581446e-06)","Vector(-5.24988269805908, -0.00353547930717468, 447.068237304688)","[2, 0]"
1.9052828307494472,"Vector(-0.000592002354096621, 172.742828369141, 8.36608160170726e-06)","Vector(-8.72836112976074, -0.0121142864227295, 442.789825439453)",5.688527629353426,"Vector(359.781372070313, 179.993392944336, 7.44396238587797e-05)","Vector(-5.24985885620117, -0.00331646203994751, 445.752380371094)","[2, 0]"
3.093199398125424,"Vector(-0.000599139020778239, 167.531295776367, -2.7808414415631e-06)","Vector(-8.61324787139893, -0.0121144652366638, 442.144409179688)",6.108012252060442,"Vector(359.858093261719, 179.992248535156, -0.000192595063708723)","Vector(-5.24975252151489, -0.00352838635444641, 444.258605957031)","[2, 0]"
